V1,V2,V3
-18.9799331103679,58,-886.960083007812
-18.9130434782609,58,-850.815002441406
-18.8461538461538,58,-829.255004882812
-18.7792642140468,58,-841.195007324219
-18.7123745819398,58,-857.605041503906
-18.6454849498328,58,-864.805053710938
-18.5785953177258,58,-866.775024414062
-18.5117056856187,58,-837.855041503906
-18.4448160535117,58,-829.115051269531
-18.3779264214047,58,-824.260009765625
-18.3110367892977,58,-831.719970703125
-18.2441471571906,58,-833.739990234375
-18.1772575250836,58,-831.659973144531
-18.1103678929766,58,-840.109985351562
-18.0434782608696,58,-823.72998046875
-17.9765886287625,58,-778.549987792969
-17.9096989966555,58,-726.099975585938
-17.8428093645485,58,-689.697448730469
-17.7759197324415,58,-680.247436523438
-17.7090301003344,58,-608.867431640625
-17.6421404682274,58,-620.487487792969
-17.5752508361204,58,-651.767456054688
-17.5083612040134,58,-713.457458496094
-17.4414715719064,58,-821.447448730469
-17.3745819397993,58,-986.257446289062
-17.3076923076923,58,-1101.52758789062
-17.2408026755853,58,-1113.08764648438
-17.1739130434783,58,-1099.71765136719
-17.1070234113712,58,-1147.42761230469
-17.0401337792642,58,-1164.40759277344
-16.9732441471572,58,-1139.36767578125
-16.9063545150502,58,-1127.99768066406
-16.8394648829431,58,-1126.42761230469
-16.7725752508361,58,-1123.07495117188
-16.7056856187291,58,-1134.00500488281
-16.6387959866221,58,-1131.625
-16.5719063545151,58,-1136.48498535156
-16.505016722408,58,-1137.29504394531
-16.438127090301,58,-1137.30505371094
-16.371237458194,58,-1129.26501464844
-16.304347826087,58,-1121.63500976562
-16.2374581939799,58,-1115.42504882812
-16.1705685618729,58,-1112.78503417969
-16.1036789297659,58,-1105.1650390625
-16.0367892976589,58,-1097.06506347656
-15.9698996655518,58,-1088.67504882812
-15.9030100334448,58,-1079.61499023438
-15.8361204013378,58,-1075.625
-15.7692307692308,58,-1066.13500976562
-15.7023411371237,58,-1068.90759277344
-15.6354515050167,58,-1106.99768066406
-15.5685618729097,58,-1147.56762695312
-15.5016722408027,58,-998.297607421875
-15.4347826086957,58,-854.437622070312
-15.3678929765886,58,-763.297607421875
-15.3010033444816,58,-707.177612304688
-15.2341137123746,58,-659.857604980469
-15.1672240802676,58,-622.160034179688
-15.1003344481605,58,-597.850036621094
-15.0334448160535,58,-574.300048828125
-14.9665551839465,58,-566.760009765625
-14.8996655518395,58,-567.75
-14.8327759197324,58,-568.660034179688
-14.7658862876254,58,-542.730041503906
-14.6989966555184,58,-502.030029296875
-14.6321070234114,58,-474.119995117188
-14.5652173913043,58,-445.510009765625
